H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.5,UD.e.5,H.5,DD.5.R,UD.5.R,H.R,DD.R.o,UD.R.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return
94.0,359.0,265.0,109.0,218.0,109.0,109.0,1123.0,1014.0,110.0,1202.0,1092.0,109.0,733.0,624.0,125.0,2355.0,2230.0,94.0,687.0,593.0,125.0,218.0,93.0,94.0,484.0,390.0,109.0,671.0,562.0
